chroma_stft,chroma_cqt,chroma_cens,melspectrogram,mfccs,rms,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_flatness,spectral_rolloff,poly_features,zero_crossing_rate,harmonic_centroid,harmonic_tonnetz,harmonic_rms,harmonic_spectral_flatness,harmonic_spectral_contrast,harmonic_spectral_rolloff,harmonic_zero_crossing_rate,class
0.37669483,0.41940895,0.2421486,1.495821,-11.762228,0.060380716,1408.1031332367368,1656.593533267699,19.012299181393526,0.029437102,2677.22314453125,0.6205846583000159,0.0627099609375,979.0063643113768,-0.0008492181596878868,0.031979352,0.0019905344,21.580977157949324,1695.201416015625,0.0377978515625,assistance off
0.42403457,0.5942573,0.27757752,0.34666097,-6.199381,0.032583024,1737.4183411490696,1924.1470921535595,16.128424102037297,0.020302903,3577.327599158654,0.4000473374677746,0.08048377403846153,1405.1579420625508,0.005243073660762321,0.018705664,0.004791442,17.699880751870502,2858.946814903846,0.06117788461538461,assistance off
0.45096084,0.60369426,0.27643332,0.13031511,-8.205592,0.020497771,1525.382151014127,1759.0305508847732,14.819088973076791,0.008807529,3194.2549272017045,0.2824702687037659,0.0689697265625,1340.4289048329476,0.002454685454917268,0.011762938,0.0036291191,16.014741408735873,2759.9204323508525,0.058549360795454544,assistance off
0.3643845,0.3738389,0.23459435,1.1792135,-8.332021,0.0652164,2700.1115066904313,3064.6803206622903,18.26138830585023,0.055644713,6350.50048828125,0.5116103530226586,0.11874624399038461,1873.6963254872976,-0.00983939090693535,0.041649744,0.009038607,20.294661243109992,4456.406813401442,0.05540740184294872,assistance off
0.3850275,0.42174983,0.24343725,1.5278585,-12.482666,0.0616251,1450.3128472306062,1648.8881215986837,18.969603794052773,0.040411636,2808.1160325270434,0.6452643252458036,0.0657818134014423,1004.5420819488219,0.0023247298887143753,0.0325474,0.01214538,21.239787395783225,1886.0187237079326,0.03890286959134615,assistance off
0.46401456,0.5993827,0.27714583,0.14539742,-7.7388964,0.021489577,1787.646666783219,2037.5286398664573,15.571116774078234,0.015079353,3702.7321555397725,0.3032912074542569,0.08411754261363637,1491.02357030726,-0.0034342107842994136,0.012368172,0.0072184056,16.916318376083503,2957.3896928267045,0.06661709872159091,assistance off
0.41624153,0.43771935,0.23820172,0.30037156,-10.840813,0.029776504,2418.8662945466053,3016.4501771861683,16.909563131630588,0.04227953,6031.266375285823,0.24387013394868104,0.09305926067073171,1695.0692039303299,-0.005174305424064004,0.020228138,0.005030808,19.16769472424411,4143.566001333841,0.041754001524390245,assistance off
0.36920002,0.40633842,0.23779641,1.5438712,-12.507836,0.06317795,1421.9905198783322,1616.881403150805,19.15299385828774,0.037936937,2694.227013221154,0.6622515065449108,0.06803385416666667,1029.9205835639877,-0.009871342029163725,0.036978126,0.019218557,21.31768106793861,1824.5248647836538,0.04318576388888889,assistance off
0.3455176,0.56521004,0.2810576,0.40352488,-6.5179453,0.035919733,1868.8268269455514,1944.1395057222894,16.070988598828855,0.022091608,3889.0710779138512,0.44083955026658794,0.08779164907094594,1330.4669892201428,-0.0034155906108859196,0.021874983,0.0026567166,17.937374130053623,2848.0571025126687,0.05175121410472973,assistance off
0.3959949,0.48198423,0.24686019,0.23415002,-11.823591,0.024508173,2119.6223025248796,2991.4966541468457,16.716485439077182,0.028039848,5313.935626921107,0.2142075327434737,0.047867571721311473,1483.431270434506,-0.008656981958883826,0.015820537,0.003756936,18.61687419485586,3040.2411789190573,0.02710361168032787,assistance off
0.31544343,0.3494842,0.22087522,1.7868024,-11.695242,0.072552696,1390.9787872875625,1573.799517164401,19.68303028108877,0.04497054,2568.041522686298,0.6800276976298076,0.060227614182692304,1027.8748000827504,-0.01123877866389249,0.048592117,0.013607977,21.78599086378034,1713.5460486778845,0.04193584735576923,assistance off
0.38698578,0.51099294,0.27272275,0.20570824,-7.7517996,0.02637344,1918.1765658976738,1976.3013882054388,15.713140191624479,0.029049674,3920.533728966346,0.3391536831026803,0.09186448317307692,1456.854053587232,-0.00012614854647935233,0.01854401,0.0040705157,17.47977036801254,3081.732647235577,0.05948768028846154,assistance off
0.3523077,0.41254616,0.23274821,0.49581382,-10.364132,0.037467577,2372.718825795515,3042.8098756821487,17.413207030832858,0.060962938,5691.391225961538,0.34365459558543937,0.0800311748798077,1780.1465134347213,-0.006868394679546182,0.02264895,0.0072572753,20.004538381711875,4226.92636343149,0.04583270733173077,assistance off
0.40743256,0.5870976,0.28030187,0.23631471,-5.303829,0.029501444,1875.361660623001,1961.2245560609035,15.442403526279692,0.02592309,3875.4470575051228,0.40133498256061095,0.09237320696721311,1339.1624490897052,-0.0020841697599230063,0.017259566,0.0024717273,17.144910133253294,2876.9771388319673,0.05126953125,assistance off
0.450268,0.5102247,0.26055142,0.37757227,-9.110521,0.03231928,2597.645300248294,3025.2493893964165,16.606118920710053,0.045942735,5773.226351351352,0.2826029771369693,0.11735905827702703,1999.8037200170488,-0.003855174659585479,0.015328363,0.0056577404,18.928986097956983,5367.587362753378,0.05103198902027027,assistance off
0.40407038,0.580284,0.27999455,0.36235094,-6.1497383,0.0347275,1826.1797039904816,1917.6761156076143,16.062701106355497,0.020965617,3784.1694599873313,0.4393247648229282,0.0849609375,1388.5555852846844,-0.00839876930171478,0.021935344,0.0029618724,17.859271417093815,2906.982421875,0.05796690244932432,assistance off
0.46250415,0.5962749,0.282033,0.22787416,-7.417488,0.027380804,1734.673816967497,1907.6272889652193,15.632449801311461,0.01208393,3697.174072265625,0.3785483070947852,0.07807268415178571,1412.1468659016623,-0.0012820182526338865,0.015854368,0.004930988,17.005170626802396,2862.5701904296875,0.060573032924107144,assistance off
0.41921496,0.5777297,0.28021568,0.27985337,-6.244966,0.029006837,1849.4850185552311,1977.791057834285,15.670127703095195,0.028715383,3971.716496394231,0.37103686601779795,0.09013671875,1400.961923288526,0.007709494076333072,0.01863408,0.0045321085,17.041083546289077,3010.341796875,0.05733924278846154,assistance off
0.37277865,0.5541318,0.27442172,0.27045137,-6.0195875,0.030611102,1464.2635152082883,1707.278488341804,16.161186743978465,0.0038494838,3173.938927283654,0.3906541469105773,0.058468549679487176,1238.4262435443297,-0.003466608566904544,0.020901568,0.0021255787,17.981449727106984,2508.894230769231,0.05200821314102564,assistance off
0.4079596,0.42689827,0.24710028,0.35403055,-10.649096,0.031961314,3161.9439146025006,3267.04420821886,16.39396425214056,0.059013415,7196.297481142241,0.26148692106424254,0.1450139188218391,2298.7349812507236,-0.0014343217902431265,0.018759543,0.015768623,18.208409102076985,6346.973498114224,0.05455280172413793,assistance off
0.45859376,0.59593946,0.2786869,0.13301834,-6.7129316,0.022305854,1679.6474418259872,1957.7354419372673,15.423067543322285,0.012033706,3691.9090857872598,0.3108219862591374,0.07027493990384616,1344.233176151434,-0.003996530384703626,0.01330306,0.0034649197,16.607969408543585,2849.0084134615386,0.051870492788461536,assistance off
0.31473523,0.4345381,0.26739857,0.46667695,-8.391609,0.04541181,2364.6908310793315,2346.123108442661,16.31102639633661,0.029938435,4445.370933657787,0.5027247692994523,0.11577868852459017,1594.345422890265,-0.004071320820371778,0.031092383,0.004574144,18.265118005942316,3209.506275614754,0.05423924180327869,assistance off
0.37009642,0.4663287,0.26555416,0.44528407,-8.958419,0.039853994,2293.1876276549337,2361.7750267827414,15.828988696363158,0.0308101,4487.51953125,0.4556142407996494,0.10181790865384616,1645.9938749543621,-0.006827154920532698,0.026739877,0.0064400653,17.426479243355324,3348.4130859375,0.05673828125,assistance off
0.3801736,0.46661308,0.26728156,0.48229128,-8.404038,0.041982565,2332.8051202712704,2381.10288501794,16.05631297559694,0.046817496,4478.90625,0.5119606636420105,0.11459400614754098,1687.303359315441,0.002018740084187211,0.026817242,0.008190373,17.58389008487818,3413.1891969774592,0.06000256147540984,assistance off
0.32317612,0.40241417,0.26446766,0.53490686,-8.96612,0.043511193,2310.0622899435007,2453.8206261940277,16.435578056728268,0.040074367,4496.59423828125,0.4925568947077468,0.10482352120535714,1699.8129064171605,0.009464745203498002,0.026832307,0.0074185766,18.045543011335123,3439.16015625,0.058192661830357144,assistance off
0.41072336,0.55904454,0.2778134,0.3517533,-7.8713455,0.034445945,2206.1959386055196,2305.967219368078,15.484204441583671,0.034663223,4414.513690655048,0.46347303863339023,0.09934645432692307,1794.2009178870937,0.000830058340502975,0.019457363,0.011739751,16.717772870156022,3719.446739783654,0.07142052283653846,assistance off
0.41706833,0.57079506,0.2765435,0.26679417,-8.1453285,0.030808838,2164.3585843268306,2247.185108136829,15.221196393716697,0.03324537,4281.297701322115,0.4051821223647462,0.10254657451923077,1684.6502518282637,0.0015996538170902676,0.018995745,0.009196916,16.81502825591954,3462.5390625,0.0664813701923077,assistance off
0.39801383,0.5538618,0.27454904,0.36074597,-8.386951,0.033613976,2036.9719854762786,2303.548368974701,15.682810109751511,0.0196457,4224.667635830966,0.4151388032609032,0.07882412997159091,1645.66556937255,-0.008302773272939318,0.02318676,0.0075825094,17.5614924192099,3300.4527698863635,0.06415349786931818,assistance off
0.46413258,0.5859692,0.2736313,0.3058532,-8.816996,0.02921272,2468.8658630561995,2361.1285666897516,15.252521523119912,0.07464408,5113.891046697443,0.39665094379395266,0.13970392400568182,1937.5283338840454,0.00311113232298053,0.018969439,0.01639892,17.397921958025062,3947.427645596591,0.08533824573863637,assistance off
0.412585,0.58606976,0.27097967,0.5623653,-3.8449607,0.044778172,1507.4950478810251,1817.569576425959,15.751192203185889,0.010558076,3143.955322265625,0.5244302228302744,0.0614501953125,1145.9163342760073,-0.0005450624153233782,0.028879091,0.0016940833,17.263818451145223,2380.172607421875,0.04216796875,assistance off
0.32503858,0.49821472,0.26631168,1.099648,-3.6653092,0.061588954,1671.9625749850993,1999.582069891214,16.78473666867038,0.0119633665,3477.6123046875,0.6792860639980214,0.06856749487704918,1253.1018903302327,0.002805338293904943,0.043637402,0.0020032164,18.30443557167767,2503.4996157786886,0.04669889856557377,assistance off
0.34423956,0.50076944,0.26153293,1.0305854,-3.742778,0.061693043,1644.20021897753,1972.694439289732,16.373787633985987,0.013034077,3406.1744483741554,0.7263869868539806,0.06845175253378379,1275.1726200540645,-0.006854601367033861,0.042124107,0.0019723068,17.99070761449173,2637.235404349662,0.04573347761824324,assistance off
0.35266843,0.50645524,0.26950964,0.7315049,-6.9393272,0.047612935,1545.4936305094643,1737.551774473975,16.264846649751238,0.011683739,3096.088115985577,0.5209927999237518,0.0706317608173077,1191.689845786444,0.0031063476823103395,0.031474516,0.0015789125,17.90438875625442,2329.864971454327,0.04887820512820513,assistance off
0.37577856,0.5410345,0.27191296,0.60135543,-6.2755613,0.04218481,1404.4843342130725,1688.381291988015,15.697671896421186,0.0049376744,2814.4955494364754,0.49996258086041057,0.06190765881147541,1231.1354343086766,0.0024978964207770997,0.026591124,0.0026478283,17.067732514182588,2447.9015913165986,0.05050108862704918,assistance off
0.3709707,0.5001872,0.26550025,0.57766235,-7.0318794,0.041788388,1608.6483023677888,1789.3475351771372,16.009799855025882,0.018385855,3244.5567908653848,0.45804366552009834,0.07810246394230769,1193.9670824700233,0.005844643043918511,0.03047064,0.002662964,17.42728485591832,2367.8241436298076,0.04879056490384615,assistance off
0.3537531,0.48983636,0.26583835,1.2523674,-5.09907,0.06285716,1516.0928056878925,1899.5667357226118,15.994390177802567,0.005625944,3181.3385009765625,0.6923097414865829,0.05507114955357143,1258.2456475779857,0.0042999159983202724,0.04454096,0.002540417,17.275701401536274,2593.0206298828125,0.04193987165178571,assistance off
0.45773125,0.5899866,0.27694213,0.7016556,-5.1690426,0.04501735,1773.2831877767212,1931.378116831342,15.744065920004504,0.03728045,3524.593838778409,0.5600257423304967,0.08732466264204546,1340.3104933902748,0.0007274742085752453,0.026624661,0.0045426083,17.29518228405238,2799.071710759943,0.051569158380681816,assistance off
0.28216478,0.4397119,0.2739213,0.5815145,-8.041002,0.048708145,2109.6769351071557,2025.3646529557398,16.668039839434094,0.032664172,4074.3644339139346,0.6104985290424024,0.10126632940573771,1613.9618973909523,0.0029421806494934473,0.02881085,0.005137289,18.157538030359422,3353.0021292264346,0.05627241290983607,assistance off
0.24566483,0.4158521,0.26623508,1.1058365,-7.6922784,0.06492649,1996.4706919219973,1988.4928590164525,16.672218477025798,0.025436185,4061.77734375,0.7715609049701192,0.08235212053571428,1448.6776586012932,0.003974841343237797,0.04508971,0.002511716,18.662508822793637,3018.0322265625,0.050544084821428574,assistance off
0.30560303,0.47553638,0.2710141,0.67707276,-8.951438,0.049134884,1969.782951414532,1963.6885252438612,16.39571398022766,0.02511099,3858.0963134765625,0.5955659295207539,0.08975655691964286,1503.7998559606453,-0.007242079389057073,0.028889494,0.00525792,17.884135510520785,3056.94580078125,0.05852399553571429,assistance off
0.3886422,0.5097622,0.27667892,0.60964364,-8.653085,0.043792855,1952.915172257623,1913.4467483250628,16.029642260209645,0.023545738,3830.436747782939,0.547921736360684,0.09828969594594594,1532.9414279977902,0.00124909541451903,0.02268821,0.005661113,17.555261069238192,3123.1874208192567,0.07008155616554054,assistance off
0.3271368,0.4686317,0.26926067,0.6524657,-7.326094,0.049759623,1979.9877088117614,1954.5974077739281,16.48000699893967,0.024729596,3898.27880859375,0.629134466808981,0.09778703962053571,1486.2049922292827,0.0018826084948511547,0.034243867,0.0035738125,18.485089657746634,3000.8056640625,0.06337193080357142,assistance off
0.330366,0.48705676,0.2742457,0.54141295,-7.3066163,0.0447835,1767.5776023423189,1878.084653984109,16.137999164847983,0.012427556,3546.371737393466,0.5777447471722661,0.08326305042613637,1472.134154191797,0.005077224718065842,0.025822341,0.0048684594,17.880974872219323,2975.2524636008525,0.060136274857954544,assistance off
0.32745343,0.43638623,0.25646374,0.6064398,-8.2293,0.047451854,1838.9753428051,1840.1030332626522,16.68665557582419,0.02837378,3646.979229266827,0.5566368562892287,0.0856182391826923,1428.1210863985502,-0.0007906376859624078,0.034963604,0.0048586843,19.044432045349602,2909.674072265625,0.05789888822115385,assistance off
0.22010563,0.35250035,0.25608596,1.397055,-9.699675,0.07176621,1730.6291985868575,1830.1351646421833,17.1368206486021,0.0054275007,3560.361328125,0.7550585803121552,0.058830915178571426,1318.5998693917336,0.002190625396490857,0.05020945,0.0014233366,19.54465008611277,2680.8837890625,0.043094308035714284,assistance off
0.40512562,0.52257735,0.27588436,0.5603468,-7.813272,0.043344315,2089.9692188871027,2069.49239334922,16.275884676621793,0.036556985,4293.4428553427415,0.538507482945819,0.10504347278225806,1755.6233137728852,0.0019634700401498103,0.022091234,0.012529089,17.971727028277474,3531.4453125,0.07565209173387097,assistance off
0.27314135,0.5251921,0.26706865,0.6638066,-14.491455,0.03781995,1876.6290546207167,2155.1061004922663,20.385279648546256,0.0068911887,4186.30452024344,0.3691750016779247,0.07754229972375691,1304.5258952646834,0.008135925076776433,0.025711097,0.0012497723,23.309217155244728,2893.9554288242402,0.04677788328729282,assistance off
0.34611654,0.5370485,0.2675484,0.748775,-10.61232,0.047000296,1602.205228665418,1791.5672716951742,20.505760405498794,0.0069731474,3132.0474609375,0.4572260123036072,0.07218359375,1019.160855520342,0.0012630333834159826,0.033698775,0.0018631616,23.313292093097118,1829.2025390625,0.039859375,assistance off
0.3811932,0.48318136,0.26155263,0.20002848,-13.754946,0.022602458,1751.2321833438366,1901.7734067780011,18.900551839741674,0.012982367,3378.3203125,0.24657486924729893,0.08875033386752136,1396.8022338374656,-0.0015271466734093876,0.011101126,0.0060800225,20.074980589021802,2772.814002403846,0.053560697115384616,assistance off
0.33358333,0.4699377,0.25367454,0.6772797,-14.791033,0.039457705,2028.156702791597,2084.7502922431777,20.75684350818297,0.012076497,4255.958817644817,0.37635663930046714,0.09840355849847561,1362.1218306259868,0.0024589720568157455,0.02568516,0.0021318367,23.401627065686277,3088.832948266006,0.051736971227134144,assistance off
0.3800296,0.56037635,0.27243093,1.9580839,-11.19901,0.066286884,1868.4373948180464,1973.9977995794482,20.117667230608948,0.011062634,3870.179161658654,0.752010964831767,0.09357927229020979,1431.3859452192805,0.00382204070881749,0.034565937,0.003629145,22.744692250076337,2931.2260981206296,0.0595703125,assistance off
0.35350204,0.51165813,0.26796958,1.426327,-12.033636,0.057356782,2336.30341070872,2098.7600046348066,20.898003491245543,0.015257004,4518.4735107421875,0.5784203129889604,0.1372314453125,1870.8554117364954,0.0029484679909485474,0.03619311,0.005763524,23.81651794161215,3850.4058837890625,0.09107666015625,assistance off
0.29923412,0.47859487,0.25225404,0.4318209,-14.531733,0.029964654,2177.420702091947,2225.722966695164,20.376030848456487,0.011451242,4697.163311732298,0.2514295901612032,0.10590904985549134,1580.971339649757,0.0007234802342246091,0.02409519,0.003590394,23.174756815101226,3580.1128409501443,0.05635838150289017,assistance off
0.3806615,0.48517975,0.26453117,0.7569268,-12.194712,0.044441108,1741.8472142419744,2003.3814110719072,17.545664719911635,0.02255932,3477.073974609375,0.508954752662431,0.0762255859375,1207.3241994995522,0.005726123437979752,0.022063397,0.0024061892,19.043267005839596,2438.742919921875,0.0386083984375,assistance off
0.3707677,0.46371785,0.26225486,0.9966093,-11.274354,0.04947648,1641.398907885385,2031.6720926633404,17.742773154001718,0.01539631,3298.3877786775915,0.5248876515037302,0.06092797256097561,1072.3032245955978,-0.004962816293488156,0.024763573,0.0013181923,19.600267458132084,2025.4340939405488,0.031494140625,assistance off
0.35696495,0.44134617,0.2555263,1.0739084,-11.168589,0.055432297,1819.0361671106384,2075.6402394870292,17.908590534574767,0.021418966,3448.332400438262,0.6154222194851959,0.07700552591463415,1123.0187877901635,0.004365613351303532,0.026559766,0.00181161,19.5004086129186,2118.9197075076218,0.03308403201219512,assistance off
0.3142962,0.4221253,0.25889382,0.42607915,-12.98686,0.032547943,1531.3657245373215,1971.2956763151508,18.112491896617836,0.00756862,3035.767540564904,0.3585485711749587,0.05516952123397436,1087.4270473366846,-0.0032754477444265503,0.01751073,0.0016645172,19.76902112818571,2010.0416917067307,0.033578725961538464,assistance off
0.38506854,0.5088706,0.26809517,0.21780825,-14.901171,0.019240309,1539.3038247158406,1979.3521072193541,16.498099293665152,0.01894715,2942.3465670072114,0.20260569640312606,0.0687725360576923,1092.8854179522664,0.0009948562365471572,0.011310365,0.002226775,18.129746553038206,2045.654296875,0.03374399038461538,assistance off
0.33742866,0.43068218,0.24954969,0.25195467,-14.198428,0.02572611,1196.0348456132665,1858.6025204225305,17.63521124631209,0.002587389,2264.1265869140625,0.27065457948549126,0.034993489583333336,882.3836109519995,-0.003918648357582172,0.014903289,0.0009139289,19.330394205901353,1411.322021484375,0.023905436197916668,assistance off
0.4220235,0.52189034,0.26957306,0.257724,-13.985212,0.02493757,2062.463197966001,2259.4054186183243,16.59388300290431,0.037444636,3875.700495793269,0.2911198882977837,0.11041416266025642,1370.2689886530113,0.005527798625195404,0.008927879,0.0042189923,17.895996417514777,2943.6992938701924,0.042117387820512824,assistance off
0.3861978,0.4831756,0.2639245,0.16991612,-10.029468,0.023381313,1493.0023587195565,1727.4142545991813,16.828625719178856,0.0151830455,2997.7738600510816,0.2836810038675578,0.06241548978365385,1003.745053261327,0.00035863921082348915,0.013785427,0.0011931474,18.60258589429923,1921.631328876202,0.036203237680288464,assistance off
0.31091765,0.41865265,0.249072,0.3863117,-8.9299555,0.037551634,1353.7706995134554,1629.6060318375507,17.846334196796455,0.0048027774,2674.4652381310098,0.439746746246353,0.051955003004807696,967.3009545893958,0.0028671996030749636,0.022785034,0.00071282696,19.558077525781442,1921.83837890625,0.034799429086538464,assistance off
0.35050014,0.47754517,0.2664499,0.40787622,-8.9446535,0.038211767,1460.0165579082181,1843.1052654965422,17.77186141098594,0.007555418,2928.270929509943,0.45613917950739347,0.050359552556818184,1044.436763294332,-0.007988097699818335,0.02281652,0.001143578,19.1777807568207,2115.63720703125,0.032537286931818184,assistance off
0.3510165,0.45412517,0.2515271,0.2288216,-9.328248,0.02753079,1405.6050320060247,1759.2472104915737,16.679930817513853,0.0060834894,2887.7681790865386,0.3225644828248014,0.05971304086538461,1096.9523648009551,-0.0074792406367906565,0.01681916,0.0019331983,18.118120120423132,2141.2285907451924,0.04203725961538462,assistance off
0.4310335,0.5252829,0.2682527,0.3687305,-13.266867,0.026168456,1736.073898514636,1958.4835909833507,18.41744905764381,0.019694706,3453.08837890625,0.27158006489783615,0.08418330439814815,1447.583607139856,-0.005878813799513177,0.010447862,0.0073590125,19.397545562093388,2955.133056640625,0.054253472222222224,assistance off
0.34085736,0.41719636,0.24473082,0.74391776,-9.273565,0.046421036,1629.922713023641,1873.547108561541,17.17571275159299,0.017529309,3303.6007442989867,0.5094073191869779,0.06981102195945946,1085.030626337767,-0.003358537246092166,0.02869081,0.0027518857,18.627680600250414,2141.0987647804054,0.0371753589527027,assistance off
